Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 6th, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Structure Number (TEXT data)","Structure Use Code (TEXT data)","Structure Use"
"150362","63 ","Warehouse, Storage and Workshops"
"150363","63 ","Warehouse, Storage and Workshops"
"150364","63 ","Warehouse, Storage and Workshops"
"150365","63 ","Warehouse, Storage and Workshops"
"150366","63 ","Warehouse, Storage and Workshops"
"150367","29 ","Residential"
"150372","19 ","Services and Utilities"
"150373","63 ","Warehouse, Storage and Workshops"
"150377","29 ","Residential"
"150382","19 ","Services and Utilities"
"150383","63 ","Warehouse, Storage and Workshops"
"150384","11 ","Law Enforcement and Corrections"
"150386","63 ","Warehouse, Storage and Workshops"
"150387","19 ","Services and Utilities"
"150389","63 ","Warehouse, Storage and Workshops"
"150391","63 ","Warehouse, Storage and Workshops"
"150394","11 ","Law Enforcement and Corrections"
"150397","11 ","Law Enforcement and Corrections"
"150398","63 ","Warehouse, Storage and Workshops"
"150399","11 ","Law Enforcement and Corrections"
"150400","63 ","Warehouse, Storage and Workshops"
"150401","13 ","Assembly and Cultural"
"150403","11 ","Law Enforcement and Corrections"
"150404","63 ","Warehouse, Storage and Workshops"
"150405","11 ","Law Enforcement and Corrections"
"150406","11 ","Law Enforcement and Corrections"
"150407","63 ","Warehouse, Storage and Workshops"
"150408","63 ","Warehouse, Storage and Workshops"
"150410","63 ","Warehouse, Storage and Workshops"
"150411","31 ","Industrial"
"150414","63 ","Warehouse, Storage and Workshops"
"150417","03 ","Transportation - Marine"
"150418","29 ","Residential"
"150419","29 ","Residential"
"150420","29 ","Residential"
"150421","29 ","Residential"
"150424","19 ","Services and Utilities"
"150429","80 ","Legislative, Judicial, and Diplomatic"
"150433","09 ","Communications"
"150434","41 ","Military"
"150435","09 ","Communications"
"150437","11 ","Law Enforcement and Corrections"
"150438","29 ","Residential"
"150440","29 ","Residential"
"150442","09 ","Communications"
"150443","41 ","Military"
"150444","09 ","Communications"
"150445","63 ","Warehouse, Storage and Workshops"
"150446","31 ","Industrial"
"150447","31 ","Industrial"
"150448","63 ","Warehouse, Storage and Workshops"
"150450","31 ","Industrial"
"150451","17 ","Education and Training"
"150452","41 ","Military"
"150453","41 ","Military"
"150454","41 ","Military"
"150455","31 ","Industrial"
"150457","29 ","Residential"
"150458","63 ","Warehouse, Storage and Workshops"
"150459","45 ","Office"
"150460","41 ","Military"
"150461","17 ","Education and Training"
"150462","09 ","Communications"
"150464","29 ","Residential"
"150465","41 ","Military"
"150466","31 ","Industrial"
"150467","09 ","Communications"
"150468","41 ","Military"
"150469","41 ","Military"
"150470","63 ","Warehouse, Storage and Workshops"
"150472","41 ","Military"
"150473","63 ","Warehouse, Storage and Workshops"
"150474","63 ","Warehouse, Storage and Workshops"
"150475","31 ","Industrial"
"150476","63 ","Warehouse, Storage and Workshops"
"150477","41 ","Military"
"150478","41 ","Military"
"150479","41 ","Military"
"150480","29 ","Residential"
"150482","41 ","Military"
"150483","05 ","Transportation - Air"
"150484","29 ","Residential"
"150486","41 ","Military"
"150487","29 ","Residential"
"150488","09 ","Communications"
"150489","29 ","Residential"
"150490","41 ","Military"
"150491","31 ","Industrial"
"150493","09 ","Communications"
"150494","63 ","Warehouse, Storage and Workshops"
"150495","05 ","Transportation - Air"
"150496","29 ","Residential"
"150497","29 ","Residential"
"150498","09 ","Communications"
"150499","29 ","Residential"
"150500","63 ","Warehouse, Storage and Workshops"
"150501","09 ","Communications"
"150502","09 ","Communications"
"150503","41 ","Military"
"150504","63 ","Warehouse, Storage and Workshops"
"150505","41 ","Military"
"150507","09 ","Communications"
"150508","19 ","Services and Utilities"
"150509","47 ","Parks and Recreation"
"150510","63 ","Warehouse, Storage and Workshops"
"150511","41 ","Military"
"150512","31 ","Industrial"
"150513","17 ","Education and Training"
"150514","31 ","Industrial"
"150515","09 ","Communications"
"150516","29 ","Residential"
"150517","05 ","Transportation - Air"
"150518","17 ","Education and Training"
"150519","17 ","Education and Training"
"150520","63 ","Warehouse, Storage and Workshops"
"150521","31 ","Industrial"
"150522","09 ","Communications"
"150523","29 ","Residential"
"150524","45 ","Office"
"150525","41 ","Military"
"150526","63 ","Warehouse, Storage and Workshops"
"150527","05 ","Transportation - Air"
"150528","29 ","Residential"
"150529","63 ","Warehouse, Storage and Workshops"
"150530","31 ","Industrial"
"150531","29 ","Residential"
"150532","63 ","Warehouse, Storage and Workshops"
"150533","05 ","Transportation - Air"
"150534","63 ","Warehouse, Storage and Workshops"
"150535","29 ","Residential"
"150536","09 ","Communications"
"150537","19 ","Services and Utilities"
"150539","11 ","Law Enforcement and Corrections"
"150540","11 ","Law Enforcement and Corrections"
"150542","11 ","Law Enforcement and Corrections"
"150543","63 ","Warehouse, Storage and Workshops"
"150547","11 ","Law Enforcement and Corrections"
"150548","11 ","Law Enforcement and Corrections"
"150553","29 ","Residential"
"150556","29 ","Residential"
"150564","26 ","Health, Medical and Dental"
"150564","45 ","Office"
"150564","63 ","Warehouse, Storage and Workshops"
"150564","63 ","Warehouse, Storage and Workshops"
"150565","11 ","Law Enforcement and Corrections"
"150566","31 ","Industrial"
"150566","63 ","Warehouse, Storage and Workshops"
"150566","63 ","Warehouse, Storage and Workshops"
"150567","05 ","Transportation - Air"
"150567","45 ","Office"
"150573","29 ","Residential"
"150574","29 ","Residential"
"150576","11 ","Law Enforcement and Corrections"
"150578","29 ","Residential"
"150579","29 ","Residential"
"150582","45 ","Office"
"150583","63 ","Warehouse, Storage and Workshops"
"150589","63 ","Warehouse, Storage and Workshops"
"150590","63 ","Warehouse, Storage and Workshops"
"150598","63 ","Warehouse, Storage and Workshops"
"150599","11 ","Law Enforcement and Corrections"
"150600","63 ","Warehouse, Storage and Workshops"
"150601","63 ","Warehouse, Storage and Workshops"
"150603","63 ","Warehouse, Storage and Workshops"
"150604","63 ","Warehouse, Storage and Workshops"
"150605","33 ","Transportation - Land"
"150606","33 ","Transportation - Land"
"150607","33 ","Transportation - Land"
"150608","45 ","Office"
"150633","11 ","Law Enforcement and Corrections"
"150638","11 ","Law Enforcement and Corrections"
"150639","11 ","Law Enforcement and Corrections"
"150647","11 ","Law Enforcement and Corrections"
"150648","63 ","Warehouse, Storage and Workshops"
"150649","45 ","Office"
"150649","10 ","Commercial Retail"
"150650","10 ","Commercial Retail"
"150651","10 ","Commercial Retail"
"150653","10 ","Commercial Retail"
"150657","45 ","Office"
"150659","45 ","Office"
"150665","29 ","Residential"
"150666","29 ","Residential"
"150667","29 ","Residential"
"150672","80 ","Legislative, Judicial, and Diplomatic"
"150675","29 ","Residential"
"150676","29 ","Residential"
"150678","29 ","Residential"
"150680","80 ","Legislative, Judicial, and Diplomatic"
"150680","45 ","Office"
"150685","29 ","Residential"
"150686","29 ","Residential"
"150687","29 ","Residential"
"150688","29 ","Residential"
"150700","45 ","Office"
"150701","29 ","Residential"
"150707","29 ","Residential"
"150709","29 ","Residential"
"150711","29 ","Residential"
"150712","29 ","Residential"
"150714","29 ","Residential"
"150737","29 ","Residential"
"150745","11 ","Law Enforcement and Corrections"
"150749","29 ","Residential"
"150750","29 ","Residential"
"150751","29 ","Residential"
"150771","29 ","Residential"
"150792","29 ","Residential"
"150798","29 ","Residential"
"150799","29 ","Residential"
"150800","29 ","Residential"
"150801","29 ","Residential"
"150802","29 ","Residential"
"150803","29 ","Residential"
"150804","29 ","Residential"
"150805","29 ","Residential"
"150806","29 ","Residential"
"150807","29 ","Residential"
"150810","29 ","Residential"
"150811","11 ","Law Enforcement and Corrections"
"150815","63 ","Warehouse, Storage and Workshops"
"150823","29 ","Residential"
"150828","45 ","Office"
"150829","63 ","Warehouse, Storage and Workshops"
"150830","11 ","Law Enforcement and Corrections"
"150831","11 ","Law Enforcement and Corrections"
"150832","11 ","Law Enforcement and Corrections"
"150834","11 ","Law Enforcement and Corrections"
"150835","29 ","Residential"
"150836","11 ","Law Enforcement and Corrections"
"150837","45 ","Office"
"150843","29 ","Residential"
"150844","80 ","Legislative, Judicial, and Diplomatic"
"150845","80 ","Legislative, Judicial, and Diplomatic"
"150846","80 ","Legislative, Judicial, and Diplomatic"
"150848","80 ","Legislative, Judicial, and Diplomatic"
"150859","31 ","Industrial"
"150860","63 ","Warehouse, Storage and Workshops"
"150861","63 ","Warehouse, Storage and Workshops"
"150862","29 ","Residential"
"150863","29 ","Residential"
"150864","29 ","Residential"
"150865","29 ","Residential"
"150866","29 ","Residential"
"150867","13 ","Assembly and Cultural"
"150868","29 ","Residential"
"150869","29 ","Residential"
"150870","29 ","Residential"
"150871","29 ","Residential"
"150872","10 ","Commercial Retail"
"150873","29 ","Residential"
"151136","29 ","Residential"
"151151","01 ","Agricultural Research and Management"
"151152","63 ","Warehouse, Storage and Workshops"
"151155","05 ","Transportation - Air"
"151156","29 ","Residential"
"151158","45 ","Office"
"151159","05 ","Transportation - Air"
"151161","47 ","Parks and Recreation"
"151162","80 ","Legislative, Judicial, and Diplomatic"
"151163","29 ","Residential"
"151164","29 ","Residential"
"151165","29 ","Residential"
"151167","63 ","Warehouse, Storage and Workshops"
"151170","63 ","Warehouse, Storage and Workshops"
"151171","45 ","Office"
"151172","29 ","Residential"
"151173","29 ","Residential"
"151174","29 ","Residential"
"151175","29 ","Residential"
"151176","29 ","Residential"
"151177","47 ","Parks and Recreation"
"151178","47 ","Parks and Recreation"
"151179","45 ","Office"
"151180","29 ","Residential"
"151181","29 ","Residential"
"151182","29 ","Residential"
"151183","29 ","Residential"
"151184","29 ","Residential"
"151185","29 ","Residential"
"151186","29 ","Residential"
"151190","80 ","Legislative, Judicial, and Diplomatic"
"151192","47 ","Parks and Recreation"
"151193","29 ","Residential"
"151194","29 ","Residential"
"151195","29 ","Residential"
"151196","29 ","Residential"
"151197","29 ","Residential"
"151198","29 ","Residential"
"151199","29 ","Residential"
"151200","29 ","Residential"
"151201","29 ","Residential"
"151202","29 ","Residential"
"151203","29 ","Residential"
"151204","29 ","Residential"
"151205","29 ","Residential"
"151206","29 ","Residential"
"151207","29 ","Residential"
"151208","29 ","Residential"
"151209","29 ","Residential"
"151210","29 ","Residential"
"151211","29 ","Residential"
"151212","47 ","Parks and Recreation"
"151213","80 ","Legislative, Judicial, and Diplomatic"
"151213","45 ","Office"
"151214","63 ","Warehouse, Storage and Workshops"
"151214","63 ","Warehouse, Storage and Workshops"
"151215","80 ","Legislative, Judicial, and Diplomatic"
"151215","45 ","Office"
"151216","29 ","Residential"
"151217","29 ","Residential"
"151218","29 ","Residential"
"151220","29 ","Residential"
"151221","29 ","Residential"
"151223","80 ","Legislative, Judicial, and Diplomatic"
"151223","45 ","Office"
"151224","29 ","Residential"
"151225","29 ","Residential"
"151226","29 ","Residential"
"151227","29 ","Residential"
"151228","29 ","Residential"
"151229","29 ","Residential"
"151231","29 ","Residential"
"151241","29 ","Residential"
"151242","80 ","Legislative, Judicial, and Diplomatic"
"151243","29 ","Residential"
"151245","29 ","Residential"
"151246","29 ","Residential"
"151247","29 ","Residential"
"151248","29 ","Residential"
"151249","29 ","Residential"
"151250","29 ","Residential"
"151251","29 ","Residential"
"151252","29 ","Residential"
"151253","29 ","Residential"
"151254","80 ","Legislative, Judicial, and Diplomatic"
"151255","29 ","Residential"
"151256","29 ","Residential"
"151257","29 ","Residential"
"151258","29 ","Residential"
"151259","29 ","Residential"
"151260","80 ","Legislative, Judicial, and Diplomatic"
"151261","29 ","Residential"
"151262","29 ","Residential"
"151263","29 ","Residential"
"151264","29 ","Residential"
"151265","29 ","Residential"
"151266","29 ","Residential"
"151267","29 ","Residential"
"151268","29 ","Residential"
"151269","29 ","Residential"
"151270","29 ","Residential"
"151271","29 ","Residential"
"151272","29 ","Residential"
"151273","29 ","Residential"
"151274","29 ","Residential"
"151275","29 ","Residential"
"151276","29 ","Residential"
"151277","29 ","Residential"
"151278","29 ","Residential"
"151279","29 ","Residential"
"151280","29 ","Residential"
"151281","29 ","Residential"
"151282","29 ","Residential"
"151283","29 ","Residential"
"151284","29 ","Residential"
"151285","29 ","Residential"
"151286","29 ","Residential"
"151289","29 ","Residential"
"151290","29 ","Residential"
"151291","29 ","Residential"
"151292","29 ","Residential"
"151293","29 ","Residential"
"151294","29 ","Residential"
"151295","29 ","Residential"
"151296","29 ","Residential"
"151297","29 ","Residential"
"151298","29 ","Residential"
"151299","29 ","Residential"
"151300","29 ","Residential"
"151301","29 ","Residential"
"151302","29 ","Residential"
"151303","29 ","Residential"
"151304","29 ","Residential"
"151305","29 ","Residential"
"151306","29 ","Residential"
"151307","29 ","Residential"
"151308","29 ","Residential"
"151309","29 ","Residential"
"151310","29 ","Residential"
"151311","29 ","Residential"
"151312","45 ","Office"
"151313","29 ","Residential"
"151314","29 ","Residential"
"151315","29 ","Residential"
"151316","29 ","Residential"
"151317","29 ","Residential"
"151318","29 ","Residential"
"151319","29 ","Residential"
"151320","29 ","Residential"
"151321","47 ","Parks and Recreation"
"151322","29 ","Residential"
"151323","29 ","Residential"
"151325","29 ","Residential"
"151326","29 ","Residential"
"151327","29 ","Residential"
"151328","29 ","Residential"
"151329","29 ","Residential"
"151330","29 ","Residential"
"151331","29 ","Residential"
"151332","29 ","Residential"
"151333","29 ","Residential"
"151334","29 ","Residential"
"151335","29 ","Residential"
"151336","63 ","Warehouse, Storage and Workshops"
"151337","29 ","Residential"
"151338","29 ","Residential"
"151339","29 ","Residential"
"151340","29 ","Residential"
"151341","29 ","Residential"
"151342","29 ","Residential"
"151343","29 ","Residential"
"151344","29 ","Residential"
"151345","29 ","Residential"
"151346","29 ","Residential"
"151347","29 ","Residential"
"151348","29 ","Residential"
"151349","29 ","Residential"
"151350","29 ","Residential"
"151351","29 ","Residential"
"151352","29 ","Residential"
"151353","29 ","Residential"
"151354","29 ","Residential"
"151358","80 ","Legislative, Judicial, and Diplomatic"
"151359","29 ","Residential"
"151360","80 ","Legislative, Judicial, and Diplomatic"
