Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 3rd, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Structure Number (TEXT data)","Property Number (TEXT data)","Structure Name","Custodian Code (TEXT data)","Custodian Name","Interest Type Code (TEXT data)","Interest Type","Street Address","Floor Area","Construction Year","Condition Type Code (TEXT data)","Condition","Fully Occupied Building","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Latitude","Longitude","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"137072","04079","Garage","162","Royal Canadian Mounted Police","10","Crown Owned","46 Lisgar St","48.00","1961","2","Fair","Yes","1302037","St. Stephen","13","New Brunswick","008","New Brunswick Southwest","CA","Canada","","","45.200780","-67.276180","0","Not Protected","Rural","2009-03-03 2:28:15 PM","2015-12-15 5:00:02 AM"
"137129","10355","Garage","162","Royal Canadian Mounted Police","10","Crown Owned","191 MacBeath Ave","22.00","1959","1","Good","Yes","1307022","Moncton","13","New Brunswick","007","Moncton--Riverview--Dieppe","CA","Canada","","","46.107320","-64.807320","0","Not Protected","Urban","2009-03-03 2:28:15 PM","2019-12-10 12:00:01 PM"
"137219","13740","Office","162","Royal Canadian Mounted Police","10","Crown Owned","SE ¼, Sec. 5, Twp. 18, Range 18, W2M","134.00","1995","1","Good","Yes","4706029","Edenwold No. 158","47","Saskatchewan","008","Regina--Qu'Appelle","CA","Canada","","","50.486060","-104.442170","0","Not Protected","Rural","2009-03-03 2:28:15 PM","2009-03-03 2:28:15 PM"
"138175","02963","Woodstock Border Crossing - Warehouse","155","Canada Border Services Agency","10","Crown Owned","1403 Route 95, Belleville NB E7M 4Z9","525.00","1996","3","Poor","Yes","1311001","Richmond","13","New Brunswick","010","Tobique--Mactaquac","CA","Canada","","","46.137748","-67.780479","0","Not Protected","Rural","2009-04-01 3:01:16 PM","2022-01-19 5:00:00 AM"
"138179","04728","Centreville Border Crossing-Garage","155","Canada Border Services Agency","10","Crown Owned","1449 Route, 110 Royalton NB E7K 2E3","48.00","1998","4","Critical","Yes","1311031","Wicklow","13","New Brunswick","010","Tobique--Mactaquac","CA","Canada","","","46.451471","-67.784068","0","Not Protected","Rural","2009-04-01 3:01:16 PM","2022-01-19 5:00:00 AM"
"138182","06009","Woburn Border Crossing-Garage","155","Canada Border Services Agency","10","Crown Owned","1120 Des Lignes Road","56.00","1950","4","Critical","Yes","2430005","Saint-Augustin-de-Woburn","24","Quebec","047","Mégantic--L'Érable","CA","Canada","","","45.378908","-70.808721","0","Not Protected","Rural","2009-04-01 3:01:16 PM","2022-01-19 5:00:00 AM"
"138184","06337","Stanhope Border Crossing-Water Treatment Shed","155","Canada Border Services Agency","10","Crown Owned","1000 Highway 147","68.00","1954","1","Good","Yes","2444023","Dixville","24","Quebec","023","Compton--Stanstead","CA","Canada","","","45.013409","-71.791953","0","Not Protected","Rural","2009-04-01 3:01:16 PM","2022-01-19 5:00:00 AM"
"138186","06345","Stanstead 55 (HWY Joseph-Armand Bombardier) Border Crossing","155","Canada Border Services Agency","10","Crown Owned","2 Highway 55","67.00","2005","1","Good","Yes","2445008","Stanstead","24","Quebec","023","Compton--Stanstead","CA","Canada","","","45.007353","-72.087007","0","Not Protected","Rural","2009-04-01 3:01:16 PM","2022-01-19 5:00:00 AM"
"138187","06633","Morses Line Border Crossing-Generator Shed","155","Canada Border Services Agency","10","Crown Owned","10 Dutch Road, Highway 235","50.00","1960","1","Good","Yes","2446017","Saint-Armand","24","Quebec","016","Brome--Missisquoi","CA","Canada","","","45.014796","-72.978310","0","Not Protected","Rural","2009-04-02 8:07:36 AM","2022-01-19 5:00:00 AM"
"138256","06655","Lacolle 15 Border Crossing-Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","501, Highway 15","1750.00","1997","4","Critical","Yes","2468005","Saint-Bernard-de-Lacolle","24","Quebec","021","Châteauguay--Lacolle","CA","Canada","","","45.010477","-73.452553","0","Not Protected","Rural","2009-04-02 11:51:42 AM","2022-01-19 5:00:00 AM"
"138257","06655","Lacolle 15 Border Crossing-Primary Gates","155","Canada Border Services Agency","10","Crown Owned","501, Highway 15","71.00","1997","4","Critical","Yes","2468005","Saint-Bernard-de-Lacolle","24","Quebec","021","Châteauguay--Lacolle","CA","Canada","","","45.010477","-73.452553","0","Not Protected","Rural","2009-04-02 11:51:42 AM","2022-01-19 5:00:00 AM"
"138258","06655","Lacolle 15 Border Crossing-Commercial Building","155","Canada Border Services Agency","10","Crown Owned","501, Highway 15","2604.00","2016","1","Good","Yes","2468005","Saint-Bernard-de-Lacolle","24","Quebec","021","Châteauguay--Lacolle","CA","Canada","","","45.010477","-73.452553","0","Not Protected","Rural","2009-04-02 11:51:42 AM","2022-01-19 5:00:00 AM"
"138260","06655","Lacolle 15 Border Crossing-Public Washroom and Generator","155","Canada Border Services Agency","10","Crown Owned","501, Highway 15","122.00","1997","4","Critical","Yes","2468005","Saint-Bernard-de-Lacolle","24","Quebec","021","Châteauguay--Lacolle","CA","Canada","","","45.010477","-73.452553","0","Not Protected","Rural","2009-04-02 11:51:42 AM","2022-01-19 5:00:00 AM"
"138263","06657","Lacolle 221 Border Crossing-Garage","155","Canada Border Services Agency","10","Crown Owned","330, Road 221","77.00","1971","3","Poor","Yes","2456023","Lacolle","24","Quebec","067","Saint-Jean","CA","Canada","","","45.010881","-73.400132","0","Not Protected","Rural","2009-04-02 11:51:42 AM","2022-01-19 5:00:00 AM"
"138264","06657","Lacolle 221 Border Crossing-Garage","155","Canada Border Services Agency","10","Crown Owned","330, Road 221","27.00","1971","3","Poor","Yes","2456023","Lacolle","24","Quebec","067","Saint-Jean","CA","Canada","","","45.010881","-73.400132","0","Not Protected","Rural","2009-04-02 11:51:42 AM","2022-01-19 5:00:00 AM"
"138312","07283","Hemmingford Border Crossing- Garage","155","Canada Border Services Agency","10","Crown Owned","1, Road 219 South","56.00","1987","2","Fair","Yes","2468015","Hemmingford","24","Quebec","071","Salaberry--Suroît","CA","Canada","","","45.005043","-73.603192","0","Not Protected","Rural","2009-04-03 8:53:22 AM","2022-01-19 12:00:00 PM"
"138313","07289","Herdman Border Crossing-Inspection Station","155","Canada Border Services Agency","10","Crown Owned","2705 Douanes Road","210.00","1984","2","Fair","Yes","2469045","Hinchinbrooke","24","Quebec","071","Salaberry--Suroît","CA","Canada","","","44.994150","-74.086050","0","Not Protected","Rural","2009-04-07 8:38:59 AM","2022-01-19 5:00:00 AM"
"138326","07289","Herdman Border Crossing-Primary Inspection","155","Canada Border Services Agency","10","Crown Owned","2705 Douanes Road","108.00","1984","2","Fair","Yes","2469045","Hinchinbrooke","24","Quebec","071","Salaberry--Suroît","CA","Canada","","","44.994150","-74.086050","0","Not Protected","Rural","2009-04-07 8:38:59 AM","2022-01-19 5:00:00 AM"
"138327","07292","Trout River Border Crossing-Primary Inspection","155","Canada Border Services Agency","10","Crown Owned","980 Highway 138","66.00","1989","2","Fair","Yes","2469050","Elgin","24","Quebec","071","Salaberry--Suroît","CA","Canada","","","44.992615","-74.308748","0","Not Protected","Rural","2009-04-07 8:38:59 AM","2022-01-19 5:00:00 AM"
"138328","07293","Dundee Border Crossing-Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","8750, Road 132","214.00","1991","3","Poor","Yes","2469075","Dundee","24","Quebec","071","Salaberry--Suroît","CA","Canada","","","44.998613","-74.507924","0","Not Protected","Rural","2009-04-08 7:58:52 AM","2022-01-19 5:00:00 AM"
"138329","12033","Saganaga Lake Customs Office","155","Canada Border Services Agency","10","Crown Owned","South of Sitch island, Saganaga Lake","25.00","1970","2","Fair","Yes","3558090","Thunder Bay, Unorganized","35","Ontario","105","Thunder Bay--Rainy River","CA","Canada","","","48.239870","-90.875430","0","Not Protected","Isolated","2009-04-08 7:58:52 AM","2022-01-19 5:00:00 AM"
"138330","11938","Pigeon River Border Crossing-Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","7690, Highway 61","970.00","1996","2","Fair","Yes","3558001","Neebing","35","Ontario","105","Thunder Bay--Rainy River","CA","Canada","","","48.003686","-89.581217","0","Not Protected","Rural","2009-04-08 7:58:52 AM","2022-01-19 5:00:00 AM"
"138342","13317","North Portal Border Crossing-Tertiary Garage","155","Canada Border Services Agency","10","Crown Owned","Highway 39, P.O. Box 60","354.00","2006","1","Good","Yes","4701018","North Portal","47","Saskatchewan","013","Souris--Moose Mountain","CA","Canada","","","48.999842","-102.551316","0","Not Protected","Rural","2009-04-29 8:27:24 AM","2022-11-15 5:00:00 AM"
"138343","13317","North Portal Border Crossing- Garage","155","Canada Border Services Agency","10","Crown Owned","Highway 39, P.O. Box 60","30.00","1987","1","Good","Yes","4701018","North Portal","47","Saskatchewan","013","Souris--Moose Mountain","CA","Canada","","","48.999750","-102.551280","0","Not Protected","Rural","2009-04-29 8:27:24 AM","2022-11-15 5:00:00 AM"
"138344","13440","West Poplar River Border Crossing-Garage","155","Canada Border Services Agency","10","Crown Owned","Highway 2, P.O. Box 450","37.00","1966","1","Good","Yes","4703011","Old Post No. 43","47","Saskatchewan","002","Cypress Hills--Grasslands","CA","Canada","","","49.000430","-106.375620","0","Not Protected","Isolated","2009-04-29 8:27:24 AM","2022-01-19 5:00:00 AM"
"138345","15379","Chief Mountain Border Crossing-Inspection Station","155","Canada Border Services Agency","10","Crown Owned","Highway 6, P.O. Box 96  T0K 2M0","153.00","1974","3","Poor","Yes","4803003","Improvement District No.  4 Waterton","48","Alberta","027","Medicine Hat--Cardston--Warner","CA","Canada","","","48.998320","-113.660510","0","Not Protected","Isolated","2009-04-29 8:27:24 AM","2022-01-19 5:00:00 AM"
"138347","16121","Kingsgate Border Crossing- Garage","155","Canada Border Services Agency","10","Crown Owned","1617, Highway 95","214.00","2012","1","Good","Yes","5903013","Central Kootenay B","59","British Columbia","015","Kootenay--Columbia","CA","Canada","","","49.000820","-116.181050","0","Not Protected","Rural","2009-05-05 8:28:34 AM","2022-01-19 5:00:00 AM"
"138348","16321","Paterson Border Crossing-Garage","155","Canada Border Services Agency","10","Crown Owned","10 Highway 22","134.00","1980","4","Critical","Yes","5905030","Kootenay Boundary B","59","British Columbia","029","South Okanagan--West Kootenay","CA","Canada","","","49.001160","-117.831580","0","Not Protected","Rural","2009-05-05 8:28:34 AM","2022-01-19 5:00:00 AM"
"138350","19878","Pleasant Camp Border Crossing-garage","155","Canada Border Services Agency","10","Crown Owned","Mile 41 Haines Highway - General Delivery","177.00","1982","4","Critical","Yes","5957022","Stikine Region","59","British Columbia","028","Skeena--Bulkley Valley","CA","Canada","","","59.454818","-136.366353","0","Not Protected","Isolated","2009-05-05 8:28:34 AM","2022-01-19 5:00:00 AM"
"138354","67411","Fraser Border Crossing - Residential (House 5)","155","Canada Border Services Agency","10","Crown Owned","Mile 177, Klondike Hwy","145.00","1988","2","Fair","Yes","5957022","Stikine Region","59","British Columbia","028","Skeena--Bulkley Valley","CA","Canada","","","59.714582","-135.049039","0","Not Protected","Isolated","2009-05-05 8:28:34 AM","2022-11-22 5:00:01 AM"
"138402","04740","Andover Border Crossing-Garage","155","Canada Border Services Agency","10","Crown Owned","6 Route 190, Carlingford NB E7H 5H6","298.00","2007","1","Good","Yes","1312001","Andover","13","New Brunswick","010","Tobique--Mactaquac","CA","Canada","","","46.764918","-67.788518","0","Not Protected","Rural","2009-07-15 10:57:52 AM","2022-01-19 5:00:00 AM"
"142283","20174","Haliburton Storage","110","Parks Canada Agency","10","Crown Owned","1011 Paradise Cove Road","77.00","1988","1","Good","Yes","3546024","Dysart et al","35","Ontario","034","Haliburton--Kawartha Lakes--Brock","CA","Canada","","","45.035100","-78.433650","0","Not Protected","Rural","2018-07-17 5:00:00 AM","2019-12-20 5:00:00 AM"
"142313","23011","NNPR Administration Building","110","Parks Canada Agency","10","Crown Owned","Fort Simpson, Nahanni NP","100.00","1964","2","Fair","Yes","6104038","Fort Simpson","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","61.865281","-121.356576","0","Not Protected","Rural","2018-11-17 5:00:00 AM","2019-12-20 5:00:00 AM"
"142314","23011","Maintenance Shop","110","Parks Canada Agency","10","Crown Owned","Fort Simpson, Nahanni NP","100.00","1996","2","Fair","Yes","6104038","Fort Simpson","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","61.865440","-121.356090","0","Not Protected","Rural","2018-08-07 12:00:01 PM","2019-12-20 5:00:00 AM"
"142315","23011","Fort Simpson Bunkhouse","110","Parks Canada Agency","10","Crown Owned","Fort Simpson, Nahanni NP","80.00","1964","2","Fair","Yes","6104038","Fort Simpson","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","61.865510","-121.356869","0","Not Protected","Rural","2018-08-07 12:00:01 PM","2019-12-20 5:00:00 AM"
"142423","17972","4708 - 34th Street","140","Public Services and Procurement Canada","24","Lease or Licence","4708 - 34th Street","399.00","","","","No","5937014","Vernon","59","British Columbia","020","North Okanagan--Shuswap","CA","Canada","","","50.280568","-119.276498","0","Not Protected","Rural","2010-08-09 11:47:12 AM","2021-06-29 5:00:00 AM"
"142428","12294","Building F","140","Public Services and Procurement Canada","24","Lease or Licence","2609 Progressive Way","214.00","","","","No","5909052","Abbotsford","59","British Columbia","001","Abbotsford","CA","Canada","","","49.050000","-122.377000","0","Not Protected","Rural","2010-03-09 12:46:14 PM","2020-12-17 5:00:01 AM"
"142452","17596","St-Stephen Border Crossing (3rd Bridge)-Main Customs Building","155","Canada Border Services Agency","10","Crown Owned","20 St Stephen Drive, St Stephen, New Brunswick  E3L 0B5","1431.00","2009","1","Good","Yes","1302037","St. Stephen","13","New Brunswick","008","New Brunswick Southwest","CA","Canada","","","45.160949","-67.304220","0","Not Protected","Rural","2010-12-14 12:50:33 PM","2022-01-19 5:00:00 AM"
"142456","05522","Administration and Visitor Centre","110","Parks Canada Agency","10","Crown Owned","119 Logan Street","740.00","1986","1","Good","Yes","6001018","Haines Junction","60","Yukon","001","Yukon","CA","Canada","","","60.753026","-137.517319","0","Not Protected","Rural","2011-06-08 9:51:20 AM","2020-12-14 12:00:01 PM"
"142514","19998","Southern Area Office/Shop","110","Parks Canada Agency","10","Crown Owned","119 Davis Lock Road","298.00","1974","2","Fair","Yes","3507040","Rideau Lakes","35","Ontario","050","Leeds--Grenville--Thousand Islands and Rideau Lakes","CA","Canada","","","44.602664","-76.228332","0","Not Protected","Rural","2011-06-08 9:54:35 AM","2019-12-20 5:00:00 AM"
"142515","19998","Southern Area Drive Shed","110","Parks Canada Agency","10","Crown Owned","119 Davis Lock Road","224.00","1974","3","Poor","Yes","3507040","Rideau Lakes","35","Ontario","050","Leeds--Grenville--Thousand Islands and Rideau Lakes","CA","Canada","","","44.602311","-76.228699","0","Not Protected","Rural","2011-06-08 9:54:35 AM","2019-12-20 5:00:00 AM"
"142869","16029","QNP-12201-Ward Hunt Island Office","110","Parks Canada Agency","10","Crown Owned","Ward Hunt Island Base Camp","32.00","1988","2","Fair","Yes","6204030","Qikiqtaaluk, Unorganized","62","Nunavut","001","Nunavut","CA","Canada","","","83.092581","-74.157029","0","Not Protected","Isolated","2012-04-03 9:21:43 AM","2022-03-21 12:00:00 PM"
"142906","16029","QNP-12203-Ward Hunt Island Storage Building","110","Parks Canada Agency","10","Crown Owned","Ward Hunt Island Base Camp","25.00","1988","2","Fair","Yes","6204030","Qikiqtaaluk, Unorganized","62","Nunavut","001","Nunavut","CA","Canada","","","83.093961","-74.163199","0","Not Protected","Isolated","2012-04-18 1:22:03 PM","2022-03-21 12:00:00 PM"
"143168","17805","Office","162","Royal Canadian Mounted Police","24","Lease or Licence","13571 Commerence Parkway","1160.00","","","","No","5915015","Richmond","59","British Columbia","031","Steveston--Richmond East","CA","Canada","","","49.174171","-123.071680","0","Not Protected","Urban","2010-11-10 11:47:41 PM","2017-09-25 3:38:02 PM"
"143890","23011","Fort Simpson Gas Shed","110","Parks Canada Agency","10","Crown Owned","Fort Simpson, Nahanni NP","24.00","2001","1","Good","Yes","6104038","Fort Simpson","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","61.865457","-121.356096","0","Not Protected","Rural","2019-09-24 12:00:00 PM","2019-12-20 5:00:00 AM"
"143891","23011","Maintenance Storage Shed: AKA POLE Shed","110","Parks Canada Agency","10","Crown Owned","Fort Simpson, Nahanni NP","168.00","1997","1","Good","Yes","6104038","Fort Simpson","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","61.865270","-121.356300","0","Not Protected","Rural","2019-09-24 12:00:00 PM","2019-12-20 5:00:00 AM"
