Directory of Federal Real Property
Real Property and Materiel Policy Division
Treasury Board of Canada Secretariat
Government of Canada

Security Level: Not Protected
Date: January 1st, 2023
Sort order:
Character set: ISO 8859 Latin 1
Field Delimiter: Comma
Text Qualifier: Double quote
Field Names: Included in line 16
Data: Begins on line 17
Help: DFRP-ADMIN-RBIF@tbs-sct.gc.ca

"Property Number (TEXT data)","Parcel Number (TEXT data)","Property Name","Custodian Code (TEXT data)","Custodian Name","Primary Use Group Code (TEXT data)","Primary Use Group","Interest Type Code (TEXT data)","Interest Type","Restriction on Interest Code (TEXT data)","Restriction on Interest","Street Address","Place Name","SGC Code (TEXT data)","Municipality","Province or Territory Code (TEXT data)","Province or Territory","Federal Electoral District Code (TEXT data)","Federal Electoral District","Country Code (TEXT data)","Country","City Code (TEXT data)","City","Land Area","Building Count","Floor Area","Exterior Parking","Interior Parking","Interior Parking Included in Floor Area","Latitude","Longitude","Positional Accuracy","Security Code (TEXT data)","Security Designation","Census Classification","Record Created On","Record Last Modified On"
"27354","00","building","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Protected","Protected","","","","","","","CH","Switzerland","002","Geneva","0.0000",1,"80.00",0,0,"Yes","Protected","Protected",,"2","Specific Location Protected","","2021-03-08 12:00:00 PM","2021-03-09 5:00:00 AM"
"27356","00","Galeries de Hull Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","320 Saint-Joseph Boulevard","","2481017","Gatineau","24","Quebec","030","Hull--Aylmer","CA","Canada","","","0.0000",1,"1000.00",10,0,"No","45.441342","-75.731878",10,"0","Not Protected","Urban","2021-03-09 12:00:00 PM","2021-03-10 5:00:00 AM"
"27361","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","244 - 4th Street, Suite E","","5926010","Courtenay","59","British Columbia","009","Courtenay--Alberni","CA","Canada","","","0.0010",1,"31.00",0,0,"No","49.691772","-124.997939",100,"0","Not Protected","Urban","2021-03-16 12:00:00 PM","2021-03-17 5:00:00 AM"
"27362","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","201 South Railway Avenue, Suite 10","","4603050","Winkler","46","Manitoba","007","Portage--Lisgar","CA","Canada","","","0.0010",1,"18.00",0,0,"No","49.183562","-97.935062",100,"0","Not Protected","Urban","2021-03-16 12:00:00 PM","2021-03-17 5:00:00 AM"
"27363","00","13 Government Road West - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","13 Government Road West","","3554068","Kirkland Lake","35","Ontario","107","Timmins--James Bay","CA","Canada","","","0.0000",1,"205.00",0,0,"No","48.150490","-80.033773",20,"0","Not Protected","Rural","2021-03-17 5:00:00 AM","2021-03-24 5:00:00 AM"
"27373","00","building","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Protected","Protected","","","","","","","CN","China","002","Shanghai","0.0000",1,"200.00",0,0,"Yes","Protected","Protected",,"2","Specific Location Protected","","2021-04-01 12:00:01 PM","2021-04-02 5:00:00 AM"
"27390","00","Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","20178 96 Ave","","5915001","Langley","59","British Columbia","016","Langley--Aldergrove","CA","Canada","","","0.0000",1,"809.00",0,0,"Yes","49.176800","-122.665600",30,"0","Not Protected","Rural","2021-04-22 12:00:00 PM","2021-07-19 12:00:00 PM"
"27394","00","Community Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","740 White Buffalo Lane","","4716856","Sturgeon Lake 101","47","Saskatchewan","003","Desnethé--Missinippi--Churchill River","CA","Canada","","","0.0000",1,"55.00",0,0,"Yes","53.385730","-106.127771",100,"0","Not Protected","Rural","2021-04-28 12:00:00 PM","2021-07-19 12:00:00 PM"
"27463","00","Wright Centre","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","62 Woodland Drive; Lot 1642 Plan 2318 ","","6105016","Hay River","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","0.0000",1,"251.00",0,0,"Yes","60.809816","-115.788206",25,"0","Not Protected","Rural","2021-06-29 5:00:00 AM","2021-06-29 12:00:00 PM"
"27522","00","Special Purpose Office - Meteghan Firehall","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","31 Meteghan Conn","","1203001","Clare","12","Nova Scotia","011","West Nova","CA","Canada","","","0.0000",1,"186.00",0,0,"Yes","44.179310","-66.175610",100,"0","Not Protected","Rural","2021-06-10 12:00:00 PM","2021-06-11 5:00:00 AM"
"27587","00","Brandon Service Canada Centre","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1510 12th Street; Lots 39 to 42 Block 6 Plan 227 BLTO","","4607062","Brandon","46","Manitoba","001","Brandon--Souris","CA","Canada","","","0.0000",1,"1050.00",1,0,"Yes","49.826653","-99.954452",25,"0","Not Protected","Urban","2021-07-08 12:00:00 PM","2022-10-13 12:00:00 PM"
"27590","00","Winnipeg Taylor Service Canada Centre","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1450 Taylor Avenue: Lot 135 Plan 6949 WLTO","","4611040","Winnipeg","46","Manitoba","014","Winnipeg South Centre","CA","Canada","","","0.0000",1,"519.00",0,0,"Yes","49.850097","-97.186452",25,"0","Not Protected","Urban","2021-07-08 12:00:00 PM","2021-07-09 5:00:00 AM"
"27591","00","Steinbach Service Canada Centre","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","2 Highway #12, Unit 1, Main Floor","","4602044","Steinbach","46","Manitoba","008","Provencher","CA","Canada","","","0.0000",1,"301.00",0,0,"Yes","49.532360","-96.688942",50,"0","Not Protected","Urban","2021-07-09 5:00:00 AM","2021-07-09 12:00:00 PM"
"27592","00","979 St. James Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","979 St. James Street","","4611040","Winnipeg","46","Manitoba","011","Winnipeg Centre","CA","Canada","","","0.0000",1,"481.00",8,0,"Yes","49.892341","-97.200152",50,"0","Not Protected","Urban","2021-07-09 5:00:00 AM","2021-08-24 5:00:00 AM"
"27712","00","Kootenay NP - Park Administration Building","110","Parks Canada Agency","45 ","Office","24","Lease or Licence","00","No Restriction","7511 Columbia Avenue","Radium Hot Springs","5901040","Radium Hot Springs","59","British Columbia","015","Kootenay--Columbia","CA","Canada","","","0.2700",1,"577.00",0,0,"No","50.619546","-116.077270",100,"0","Not Protected","Rural","2022-10-26 5:00:01 AM","2022-11-30 5:00:00 AM"
"27718","00","Nááts'_hch'oh NPR - Administrative Office","110","Parks Canada Agency","45 ","Office","24","Lease or Licence","00","No Restriction","38 Bear Rock Drive","Tulita","6102005","Tulita","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","0.1500",0,"0.00",0,0,"No","64.902692","-125.588018",0,"0","Not Protected","Rural","2022-10-26 5:00:01 AM","2022-10-28 5:00:00 AM"
"27884","00","NWT Communications Centre","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","5120 49 Street","","6106023","Yellowknife","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","0.0000",1,"242.00",4,0,"Yes","62.452250","-114.366120",25,"0","Not Protected","Rural","2021-11-02 5:00:00 AM","2021-11-02 12:00:00 PM"
"27899","00","2599 Speakman Dr - Mississauga","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","2599 Speakman Dr.","","3521005","Mississauga","35","Ontario","061","Mississauga--Lakeshore","CA","Canada","","","0.0000",1,"3909.00",161,0,"No","43.514832","-79.664883",10,"0","Not Protected","Urban","2021-11-30 5:00:01 AM","2021-12-06 12:00:00 PM"
"27900","00","125 Zaida Eddy Private Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","125 Zaida Eddy Private","","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","0.0000",1,"16686.00",0,2,"No","45.420369","-75.717078",10,"0","Not Protected","Rural","2021-11-24 5:00:00 AM","2021-11-24 12:00:00 PM"
"27901","00","545 Superior St","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","545 Superior Street","545 Superior St","5917034","Victoria","59","British Columbia","041","Victoria","CA","Canada","","","0.1000",1,"970.00",0,3,"Yes","48.417838","-123.370698",10,"0","Not Protected","Urban","2021-12-02 5:00:00 AM","2022-12-22 12:00:00 PM"
"27902","00","5007 Airport Drive - Fort Nelson, BC - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","5007 Airport Road","","5959007","Northern Rockies","59","British Columbia","024","Prince George--Peace River--Northern Rockies","CA","Canada","","","284.0000",1,"284.00",8,0,"Yes","58.805874","-122.697743",5,"0","Not Protected","Isolated","2021-12-02 5:00:00 AM","2021-12-14 5:00:00 AM"
"27904","00","10206 100 Street Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","10206 100 Street; Lot 93-1 Plan 491 and Lot 98 Plan 348","","6104038","Fort Simpson","61","Northwest Territories","001","Northwest Territories","CA","Canada","","","0.0000",1,"241.00",0,0,"Yes","61.867606","-121.359358",50,"0","Not Protected","Rural","2021-12-11 5:00:00 AM","2021-12-11 12:00:01 PM"
"27915","00","NRC-IRAP Wolfvlle","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","24 University Avenue, Wolfville, NS, B4P 2R6","","1207024","Wolfville","12","Nova Scotia","007","Kings--Hants","CA","Canada","","","0.0000",1,"20.00",0,0,"Yes","45.088290","-64.368340",100,"0","Not Protected","Urban","2021-12-11 5:00:00 AM","2021-12-15 5:00:00 AM"
"27917","00","North Shore Vancouver","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","210-1333 Lonsdale Ave","","5915051","North Vancouver","59","British Columbia","021","North Vancouver","CA","Canada","","","0.0010",1,"299.00",0,0,"Yes","49.320480","-123.072430",100,"0","Not Protected","Urban","2021-12-21 5:00:00 AM","2022-01-13 12:00:00 PM"
"27918","00","","540","Business Development Bank of Canada","45 ","Office","24","Lease or Licence","00","No Restriction","200-77 Germain Street","","1301006","Saint John","13","New Brunswick","009","Saint John--Rothesay","CA","Canada","","","0.0010",1,"88.00",0,0,"Yes","45.272768","-66.060668",100,"0","Not Protected","Rural","2021-12-17 12:00:00 PM","2021-12-18 5:00:00 AM"
"27919","00","80 Elgin Street","630","National Capital Commission","45 ","Office","10","Crown Owned","00","No Restriction","80 Elgin Street, Ottawa ON","","3506008","Ottawa","35","Ontario","075","Ottawa Centre","CA","Canada","","","0.2098",1,"697.00",0,0,"Yes","45.422692","-75.695085",1,"0","Not Protected","Rural","2022-01-06 12:00:00 PM","2022-01-20 5:00:00 AM"
"27945","00","Southland Park 1","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","10201 Southport Road SW; Block C Plan Southwood Calgary 7710909","","4806016","Calgary","48","Alberta","007","Calgary Heritage","CA","Canada","","","0.0000",1,"6759.00",2,0,"Yes","50.963998","-114.073379",25,"0","Not Protected","Urban","2022-01-29 5:00:01 AM","2022-01-29 12:00:00 PM"
"27993","00","1010 de la Gauchetière","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1010 de la Gauchetière","Montréal","2466023","Montréal","24","Quebec","077","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","CA","Canada","","","0.0000",1,"677.00",0,5,"Yes","45.497524","-73.567103",0,"0","Not Protected","Urban","2022-03-25 5:00:00 AM","2022-04-12 5:00:00 AM"
"28032","00","Prince George Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","556 N Nechako Road","Prince George Office","5953023","Prince George","59","British Columbia","024","Prince George--Peace River--Northern Rockies","CA","Canada","","","0.0000",1,"831.00",15,0,"Yes","53.931140","-122.780300",30,"0","Not Protected","Rural","2022-04-27 5:00:00 AM","2022-10-05 12:00:00 PM"
"28033","00","North Langley Community Police Office","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","20161 - 86th Avenue","North Langley Community Police Office","5915001","Langley","59","British Columbia","016","Langley--Aldergrove","CA","Canada","","","0.0000",1,"695.00",0,0,"Yes","49.159509","-122.663420",20,"0","Not Protected","Rural","2022-04-27 12:00:00 PM","2022-10-05 12:00:00 PM"
"28064","00","building","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Protected","Protected","","","","","","","DE","Germany","019","Berlin","0.0000",1,"417.00",0,0,"Yes","Protected","Protected",,"2","Specific Location Protected","","2022-05-26 5:00:00 AM","2022-05-26 12:00:00 PM"
"28068","00","5935 des Grandes-Prairies Blvd Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","5935 des Grandes-Prairies Boulevard","Saint-Leonard (Montreal)","2466023","Montréal","24","Quebec","069","Saint-Léonard--Saint-Michel","CA","Canada","","","0.0000",1,"1004.00",0,0,"No","45.600350","-73.611350",100,"0","Not Protected","Urban","2022-05-27 5:00:00 AM","2022-10-27 12:00:00 PM"
"28104","00","1111 International Blvd - Burlington, ON - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1111 International Blvd ","","3524002","Burlington","35","Ontario","073","Oakville North--Burlington","CA","Canada","","","0.0000",1,"826.00",35,0,"No","43.392367","-79.760988",10,"0","Not Protected","Urban","2022-06-02 5:00:00 AM","2022-06-03 12:00:00 PM"
"28129","00","NRC-IRAP Vancouver","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","550-555 West 12th Avenue, Vancouver, BC V5Z 3X7","NRC-IRAP Vancouver","5915022","Vancouver","59","British Columbia","036","Vancouver Granville","CA","Canada","","","0.0000",1,"14.00",0,0,"Yes","49.261050","-123.115490",100,"0","Not Protected","Urban","2022-06-15 5:00:00 AM","2022-06-15 12:00:00 PM"
"28130","00","NRC-Prince Edward Island BioAlliance Inc (PEIBA)   ","130","National Research Council Canada","45 ","Office","24","Lease or Licence","00","No Restriction","35 Regis Duffy Drive, Charlottetown, PEI C1E 0K6","NRC-IRAP Charlottetown","1102075","Charlottetown","11","Prince Edward Island","002","Charlottetown","CA","Canada","","","0.0000",1,"279.00",0,0,"Yes","46.265808","-63.176441",100,"0","Not Protected","Urban","2022-06-15 12:00:00 PM","2022-11-29 12:00:01 PM"
"28227","00","FCC Quebec City","530","Farm Credit Canada","45 ","Office","24","Lease or Licence","00","No Restriction","470-1035 Wilfrid-Pelletier Ave","Québec City","2423027","Québec","24","Quebec","044","Louis-Hébert","CA","Canada","","","0.0000",1,"739.00",0,0,"Yes","46.769240","-71.302920",100,"0","Not Protected","Urban","2022-07-07 12:00:00 PM","2022-10-18 12:00:00 PM"
"28295","00","Langdon Fire Hall Office Site","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","24 3rd Avenue NW","Langdon Fire Hall Office Site","4806014","Rocky View County","48","Alberta","003","Bow River","CA","Canada","","","0.0000",1,"35.00",0,0,"Yes","50.972530","-113.681250",20,"0","Not Protected","Rural","2022-08-11 12:00:00 PM","2022-08-16 5:00:00 AM"
"28330","00","QC Matane - 564 Ave du Phare E Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","564 du Phare E Avenue","pas de données","2408053","Matane","24","Quebec","006","Avignon--La Mitis--Matane--Matapédia","CA","Canada","","","0.0000",1,"648.00",0,0,"No","48.852470","-67.511061",1,"0","Not Protected","Rural","2022-08-19 5:00:00 AM","2022-09-15 5:00:00 AM"
"28345","00","118 Huron Rd - Mitchell, ON - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","118 Huron Road","","3531025","West Perth","35","Ontario","083","Perth--Wellington","CA","Canada","","","0.0000",1,"318.00",7,0,"No","43.473346","-81.209991",50,"0","Not Protected","Rural","2022-08-26 12:00:00 PM","2022-08-27 5:00:00 AM"
"28346","00","50 Generations Dr - Osweken, ON - Site","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","50 Generations Dr.","","3528037","Six Nations (Part) 40","35","Ontario","013","Brantford--Brant","CA","Canada","","","0.0000",1,"48.00",0,0,"No","43.027526","-79.997183",20,"0","Not Protected","Isolated","2022-08-26 12:00:00 PM","2022-09-06 12:00:00 PM"
"28369","00","Building","060","Global Affairs Canada","45 ","Office","24","Lease or Licence","00","No Restriction","Via Cavallotti 14 / Via Verziere 11","","","","","","","","IT","Italy","001","Milan","0.0000",1,"661.00",0,0,"Yes","","",,"0","Not Protected","","2022-09-07 12:00:00 PM","2022-09-08 5:00:00 AM"
"28409","00","Pacific Regional Office","510","Defence Construction Canada","45 ","Office","24","Lease or Licence","00","No Restriction","8 Bastion Square, Victoria, BC, V8W 1H9","","5917034","Victoria","59","British Columbia","041","Victoria","CA","Canada","","","0.0000",1,"499.00",0,0,"Yes","48.425650","-123.370044",20,"0","Not Protected","Urban","2022-09-25 5:00:00 AM","2022-10-11 12:00:00 PM"
"28427","00","Prince Albert Office Site","162","Royal Canadian Mounted Police","45 ","Office","24","Lease or Licence","00","No Restriction","445 42nd St E","Prince Albert Office Site","4715066","Prince Albert","47","Saskatchewan","006","Prince Albert","CA","Canada","","","0.0000",1,"1058.00",0,0,"Yes","53.174879","-105.751282",20,"0","Not Protected","Urban","2022-11-29 12:00:01 PM","2022-11-30 5:00:00 AM"
"28432","00","1870 Leber St","140","Public Services and Procurement Canada","45 ","Office","24","Lease or Licence","00","No Restriction","1870 Le Ber Street","Montreal","2466023","Montréal","24","Quebec","077","Ville-Marie--Le Sud-Ouest--Île-des-Soeurs","CA","Canada","","","0.0000",1,"2435.00",7,0,"No","45.482350","-73.548510",100,"0","Not Protected","Urban","2022-10-18 5:00:00 AM","2022-10-20 12:00:01 PM"
